4	4	4	4	2	1	1	1	fc
4	4	4	4	2	2	2	3	fc
4	4	4	4	3	2	1	6	fc
4	4	4	4	3	3	2	13	fc
4	4	4	4	4	1	1	2	PC,Con=1,Disc=1
4	4	4	4	4	2	2	4	fc
4	4	4	4	4	3	1	3	fc
4	4	4	4	4	3	3	7	fc
4	4	4	4	4	4	2	2	fc
4	4	4	4	4	4	4	2	fc
5	2	1	1	1	1	1	1	fc
5	2	2	2	1	1	1	2	fc
5	2	2	2	2	2	1	2	fc
5	3	2	1	1	1	1	1	fc
5	3	2	2	2	1	1	4	fc
5	3	2	2	2	2	2	3	fc
5	3	3	2	1	1	1	2	fc
5	3	3	2	2	2	1	7	fc
5	3	3	3	2	1	1	4	fc
5	3	3	3	2	2	2	8	fc
5	3	3	3	3	2	1	6	fc
5	3	3	3	3	3	2	5	fc
5	4	2	2	1	1	1	1	fc
5	4	2	2	2	2	1	4	fc
5	4	3	2	2	1	1	3	fc
5	4	3	2	2	2	2	6	fc
5	4	3	3	1	1	1	1	fc
5	4	3	3	2	2	1	12	fc
5	4	3	3	3	1	1	3	fc
5	4	3	3	3	2	2	17	fc
5	4	3	3	3	3	1	6	fc
5	4	3	3	3	3	3	5	fc
5	4	4	2	2	2	1	2	fc
5	4	4	3	2	1	1	2	fc
5	4	4	3	2	2	2	8	fc
5	4	4	3	3	2	1	12	fc
5	4	4	3	3	3	2	20	fc
5	4	4	4	2	2	1	2	fc
5	4	4	4	3	1	1	2	fc
5	4	4	4	3	2	2	11	fc
5	4	4	4	3	3	1	7	fc
5	4	4	4	3	3	3	11	fc
5	4	4	4	4	2	1	4	fc
5	4	4	4	4	3	2	11	fc
5	4	4	4	4	4	1	2	fc
5	4	4	4	4	4	3	5	fc
5	5	2	2	2	1	1	1	fc
5	5	2	2	2	2	2	2	fc
5	5	3	2	2	2	1	2	fc
5	5	3	3	2	1	1	1	fc
5	5	3	3	2	2	2	5	fc
5	5	3	3	3	2	1	3	fc
5	5	3	3	3	3	2	6	fc
5	5	4	2	2	2	2	1	fc
5	5	4	3	2	2	1	2	fc
5	5	4	3	3	1	1	1	fc
5	5	4	3	3	2	2	9	fc
5	5	4	3	3	3	1	4	fc
5	5	4	3	3	3	3	7	fc
5	5	4	4	2	2	2	2	fc
5	5	4	4	3	2	1	3	fc
5	5	4	4	3	3	2	14	fc
5	5	4	4	4	1	1	1	fc
5	5	4	4	4	2	2	5	fc
5	5	4	4	4	3	1	4	fc
5	5	4	4	4	3	3	12	fc
5	5	4	4	4	4	2	5	fc
5	5	4	4	4	4	4	4	fc
5	5	5	3	2	2	2	1	fc
5	5	5	3	3	2	1	1	fc
5	5	5	3	3	3	2	3	fc
5	5	5	4	3	2	2	2	fc
5	5	5	4	3	3	1	2	fc
5	5	5	4	3	3	3	4	fc
5	5	5	4	4	2	1	1	fc
5	5	5	4	4	3	2	7	fc
5	5	5	4	4	4	1	2	fc
5	5	5	4	4	4	3	7	fc
5	5	5	5	3	3	2	1	fc
5	5	5	5	4	2	2	1	fc
5	5	5	5	4	3	1	1	fc
5	5	5	5	4	3	3	3	fc
5	5	5	5	4	4	2	3	fc
5	5	5	5	4	4	4	3	fc
5	5	5	5	5	3	2	1	fc
5	5	5	5	5	4	1	1	fc
5	5	5	5	5	4	3	2	fc
5	5	5	5	5	5	2	1	fc
5	5	5	5	5	5	4	1	fc
6	1	1	1	1	1	1	1	fc
6	2	2	1	1	1	1	1	fc
6	2	2	2	2	1	1	1	fc
6	2	2	2	2	2	2	1	fc
6	3	2	2	1	1	1	1	fc
6	3	2	2	2	2	1	1	fc
6	3	3	2	2	1	1	1	fc
6	3	3	2	2	2	2	2	fc
6	3	3	3	1	1	1	1	fc
6	3	3	3	2	2	1	2	fc
6	3	3	3	3	1	1	1	fc
6	3	3	3	3	2	2	3	fc
6	3	3	3	3	3	1	1	fc
6	3	3	3	3	3	3	2	fc
6	4	2	2	2	1	1	1	fc
6	4	2	2	2	2	2	1	fc
6	4	3	2	2	2	1	1	fc
6	4	3	3	2	1	1	1	fc
6	4	3	3	2	2	2	3	fc
6	4	3	3	3	2	1	2	fc
6	4	3	3	3	3	2	3	fc
6	4	4	2	2	2	2	1	fc
6	4	4	3	2	2	1	1	fc
6	4	4	3	3	1	1	1	fc
6	4	4	3	3	2	2	5	fc
6	4	4	3	3	3	1	2	fc
6	4	4	3	3	3	3	4	fc
6	4	4	4	2	2	2	1	fc
6	4	4	4	3	2	1	1	fc
6	4	4	4	3	3	2	4	fc
6	4	4	4	4	1	1	1	fc
6	4	4	4	4	2	2	2	fc
6	4	4	4	4	3	1	1	fc
6	4	4	4	4	3	3	4	fc
6	4	4	4	4	4	2	1	fc
6	4	4	4	4	4	4	2	fc
6	5	2	2	2	2	1	1	fc
6	5	3	2	2	2	2	1	fc
6	5	3	3	2	2	1	1	fc
6	5	3	3	3	2	2	2	fc
6	5	3	3	3	3	1	1	fc
6	5	3	3	3	3	3	1	fc
6	5	4	3	2	2	2	1	fc
6	5	4	3	3	2	1	1	fc
6	5	4	3	3	3	2	4	fc
6	5	4	4	3	2	2	2	fc
6	5	4	4	3	3	1	1	fc
6	5	4	4	3	3	3	4	fc
6	5	4	4	4	2	1	1	fc
6	5	4	4	4	3	2	4	fc
6	5	4	4	4	4	1	1	fc
6	5	4	4	4	4	3	3	fc
6	5	5	3	3	2	2	1	fc
6	5	5	3	3	3	1	1	fc
6	5	5	3	3	3	3	2	fc
6	5	5	4	3	3	2	2	fc
6	5	5	4	4	2	2	1	fc
6	5	5	4	4	3	1	1	fc
6	5	5	4	4	3	3	5	fc
6	5	5	4	4	4	2	2	fc
6	5	5	4	4	4	4	3	fc
6	5	5	5	3	3	3	1	fc
6	5	5	5	4	3	2	1	fc
6	5	5	5	4	4	1	1	fc
6	5	5	5	4	4	3	3	fc
6	5	5	5	5	3	3	1	fc
6	5	5	5	5	4	2	1	fc
6	5	5	5	5	4	4	2	fc
6	5	5	5	5	5	1	1	fc
6	5	5	5	5	5	3	1	fc
6	5	5	5	5	5	5	1	fc
6	6	2	2	2	2	2	1	fc
6	6	3	3	2	2	2	1	fc
6	6	3	3	3	3	2	1	fc
6	6	4	3	3	2	2	1	fc
6	6	4	3	3	3	3	1	fc
6	6	4	4	3	3	2	1	fc
6	6	4	4	4	2	2	1	fc
6	6	4	4	4	3	3	2	fc
6	6	4	4	4	4	2	1	fc
6	6	4	4	4	4	4	1	fc
6	6	5	3	3	3	2	1	fc
6	6	5	4	3	3	3	1	fc
6	6	5	4	4	3	2	1	fc
6	6	5	4	4	4	3	2	fc
6	6	5	5	4	3	3	1	fc
6	6	5	5	4	4	2	1	fc
6	6	5	5	4	4	4	2	fc
6	6	5	5	5	4	3	1	fc
6	6	5	5	5	5	2	1	fc
6	6	5	5	5	5	4	1	fc
6	6	6	3	3	3	3	1	fc
6	6	6	4	4	3	3	1	fc
6	6	6	4	4	4	4	1	fc
6	6	6	5	4	4	3	1	fc
6	6	6	5	5	4	4	1	fc
6	6	6	5	5	5	3	1	fc
6	6	6	5	5	5	5	1	fc
6	6	6	6	4	4	4	1	fc
6	6	6	6	5	5	4	1	fc
6	6	6	6	6	5	5	1	fc
6	6	6	6	6	6	6	1	fc
num_potentially_connected = 236
num_forcibly_connected = 216
